# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1786879988445000000,1786880010425000000,0
jps.save.global.entities.ms,1786879988445000000,1786880010425000000,2
jps.global.get.library.by.name.ms,1786879988445000000,1786880010425000000,0
workspaceModel.sync.entities.ms,1786879988445000000,1786880010425000000,0
jps.global.handle.changed.events.ms,1786879988445000000,1786880010425000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1786879988445000000,1786880010425000000,0
jps.library.entities.serializer.load.entities.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1786879988445000000,1786880010425000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1786879988445000000,1786880010425000000,0
jps.global.initialize.library.bridges.after.loading.ms,1786879988445000000,1786880010425000000,1
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1786879988445000000,1786880010425000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1786879988445000000,1786880010425000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1786879988445000000,1786880010425000000,0
jps.global.initialize.library.bridges.ms,1786879988445000000,1786880010425000000,0
jps.app.storage.content.reader.load.component.ms,1786879988445000000,1786880010425000000,1
jps.global.get.library.ms,1786879988445000000,1786880010425000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1786879988445000000,1786880010425000000,0
jps.library.entities.serializer.save.entities.ms,1786879988445000000,1786880010425000000,0
jps.global.get.libraries.ms,1786879988445000000,1786880010425000000,12
workspaceModel.mutableEntityStorage.instances.count,1786879988445000000,1786880010425000000,2
workspaceModel.load.cache.from.file.ms,1786879988445000000,1786880010425000000,0
jps.app.storage.content.writer.save.component.ms,1786879988445000000,1786880010425000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1786879988445000000,1786880010425000000,0
workspaceModel.do.save.caches.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1786879988445000000,1786880010425000000,0
workspaceModel.global.updates.count,1786879988445000000,1786880010425000000,0
jps.global.handle.before.change.events.ms,1786879988445000000,1786880010425000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1786879988445000000,1786880010425000000,0
workspaceModel.cachedValue.calculated.count,1786879988445000000,1786880010425000000,2
workspaceModel.full.replace.project.model.ms,1786879988445000000,1786880010425000000,0
workspaceModel.loading.total.ms,1786879988445000000,1786880010425000000,28
workspaceModel.cachedValue.from.cache.count,1786879988445000000,1786880010425000000,15
workspaceModel.cachedValue.total.get.count,1786879988445000000,1786880010425000000,17
workspaceModel.init.bridges.ms,1786879988445000000,1786880010425000000,0
workspaceModel.check.recursive.update.ms,1786879988445000000,1786880010425000000,0
workspaceModel.initializing.ms,1786879988445000000,1786880010425000000,0
workspaceModel.loading.from.cache.ms,1786879988445000000,1786880010425000000,25
workspaceModel.entityStorageSnapshotImpl.instances.count,1786879988445000000,1786880010425000000,3
workspaceModel.to.snapshot.ms,1786879988445000000,1786880010425000000,0
workspaceModel.on.changed.ms,1786879988445000000,1786880010425000000,0
workspaceModel.update.unloaded.entities.ms,1786879988445000000,1786880010425000000,0
workspaceModel.collect.changes.ms,1786879988445000000,1786880010425000000,0
workspaceModel.on.before.changed.ms,1786879988445000000,1786880010425000000,0
workspaceModel.pre.handlers.ms,1786879988445000000,1786880010425000000,0
workspaceModel.cachedValue.clear.count,1786879988445000000,1786880010425000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1786879988445000000,1786880010425000000,0
workspaceModel.cachedValueWithParameters.clear.count,1786879988445000000,1786880010425000000,0
workspaceModel.updates.ms,1786879988445000000,1786880010425000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1786879988445000000,1786880010425000000,0
workspaceModel.replace.project.model.ms,1786879988445000000,1786880010425000000,0
workspaceModel.updates.count,1786879988445000000,1786880010425000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1786879988445000000,1786880010425000000,0
workspaceModel.updates.precise.ms,1786879988445000000,1786880010425000000,0
AWTEventQueue.dispatchTimeTotalNS,1786879988445000000,1786880010425000000,1976614490
NonBlockingReadAction.failedExecutionsCount,1786879988445000000,1786880010425000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1786879988445000000,1786880010425000000,29175
NonBlockingReadAction.failedExecutionTimeUs,1786879988445000000,1786880010425000000,0
NonBlockingReadAction.finalizedExecutionsCount,1786879988445000000,1786880010425000000,7
DiskQueryRelay.tasksRequested,1786879988445000000,1786880010425000000,43
writeAction.median.wait.ms,1786879988445000000,1786880010425000000,0
writeAction.count,1786879988445000000,1786880010425000000,4
DiskQueryRelay.taskWaitingTotalTimeUs,1786879988445000000,1786880010425000000,9724
DiskQueryRelay.tasksExecuted,1786879988445000000,1786880010425000000,43
DiskQueryRelay.taskExecutionTotalTimeUs,1786879988445000000,1786880010425000000,3863
writeAction.max.wait.ms,1786879988445000000,1786880010425000000,1
writeAction.wait.ms,1786879988445000000,1786880010425000000,1
Indexes.entries.lookupDurationAvgMs,1786879988445000000,1786880010425000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1786879988445000000,1786880010425000000,0.0
Indexes.entries.lookupDuration90PMs,1786879988445000000,1786880010425000000,0.0
Indexing.cache.totalCacheAccesses,1786879988445000000,1786880010425000000,0
Indexes.stubs.lookupDurationMaxMs,1786879988445000000,1786880010425000000,0.0
Indexes.stubs.lookups,1786879988445000000,1786880010425000000,0
Indexing.cache.totalCacheEvicted,1786879988445000000,1786880010425000000,0
Indexing.writesQueuedMin,1786879988445000000,1786880010425000000,9223372036854775807
Indexing.writer_1.totalTimeSpentWritingMs,1786879988445000000,1786880010425000000,0
Indexes.entries.lookupDurationMaxMs,1786879988445000000,1786880010425000000,0.0
Indexes.stubs.lookupDuration90PMs,1786879988445000000,1786880010425000000,0.0
Indexing.cache.totalCacheMisses,1786879988445000000,1786880010425000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1786879988445000000,1786880010425000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1786879988445000000,1786880010425000000,0
Indexes.entries.lookups,1786879988445000000,1786880010425000000,1
Indexing.writesQueuedMax,1786879988445000000,1786880010425000000,0
Indexing.totalTimeIndexersSleptMs,1786879988445000000,1786880010425000000,0
Indexes.stubs.lookupDurationAvgMs,1786879988445000000,1786880010425000000,0.0
Indexes.allKeys.lookupDuration90PMs,1786879988445000000,1786880010425000000,0.0
Indexes.allKeys.lookups,1786879988445000000,1786880010425000000,0
Indexes.allKeys.lookupDurationMaxMs,1786879988445000000,1786880010425000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1786879988445000000,1786880010425000000,0
cacheStateStorage.set.duration,1786879988445000000,1786880010425000000,11
cacheStateStorage.get.counter,1786879988445000000,1786880010425000000,4
cacheStateStorage.set.counter,1786879988445000000,1786880010425000000,2
cacheStateStorage.get.duration,1786879988445000000,1786880010425000000,0
